Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),UNZ_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNZ_0:Zone Operative Temperature [C](Hourly),UNZ_0:Zone Air Relative Humidity [%](Hourly),UNZ_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),PEOPLE UNZ_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly) 
 07/08  04:00:00,30.9625,22.625,2.625,0.0,42.7740942699379,26.0685575970722,0.0,34.9962199234276 
 07/08  05:00:00,29.5875,22.375,1.125,0.0,42.6267750871855,26.5696855165456,0.0,34.9962199234276 
 07/08  06:00:00,29.1,22.,1.25,726952.409545967,42.3892183132219,26.723369753802,0.0,34.9962199234276 
 07/08  07:00:00,32.4125,21.375,2.625,3171489.58671995,42.2816348392886,27.0520713859674,0.0,34.9962199234276 
 07/08  08:00:00,36.7125,17.25,3.625,5544255.14297278,42.4197123846606,27.646037172131,0.0,34.9962199234276 
 07/08  09:00:00,39.2875,14.375,5.25,6260932.30811521,42.5553059551328,27.6407039212587,0.0,34.9962199234276 
 07/08  10:00:00,40.625,11.5,4.75,6095984.00830508,42.6773437807875,27.295441793815,0.0,34.9962199234276 
 07/08  11:00:00,42.3125,8.75,4.625,5442345.53845667,42.8114716718603,26.0770285880289,0.0,34.9962199234276 
 07/08  12:00:00,43.5375,6.75,5.625,4398988.06613958,42.9231627543335,24.7885657188244,0.0,34.9962199234276 
 07/08  13:00:00,44.6125,6.,7.25,5018060.08545896,43.0758227741393,23.4952284049428,0.0,34.9962199234276 
 07/08  14:00:00,45.5375,6.,8.625,6172181.02124066,43.2904138216795,22.7443299971672,0.0,34.9962199234276 
 07/08  15:00:00,45.425,6.,8.375,7122366.48975621,43.5187708891563,22.2924847061846,0.0,34.9962199234276 
 07/08  16:00:00,45.325,6.,7.375,7546888.16775165,43.7677851686187,21.8589812829298,0.0,34.9962199234276 
 07/08  17:00:00,44.9,6.,7.625,7540012.57721637,44.0089588075099,21.4927740139136,0.0,34.9962199234276 
 07/08  18:00:00,44.225,6.,7.375,6072740.02385051,44.1782923727253,21.161636821019,0.0,34.9962199234276 
 07/08  19:00:00,42.5,7.25,4.5,3519974.50717457,44.3030636331254,20.968494592024,0.0,34.9962199234276 
 07/08  20:00:00,39.85,10.5,3.625,0.0,44.2635003833341,21.504255010322,0.0,34.9962199234276 
 07/08  21:00:00,37.6125,12.625,3.375,0.0,44.2389577777361,22.3482467509149,0.0,34.9962199234276 
 07/08  22:00:00,37.275,11.125,4.25,0.0,44.2071175526036,22.5933476474786,0.0,34.9962199234276 
 07/08  23:00:00,37.,10.,5.,0.0,44.1693684816782,22.1666029923021,0.0,34.9962199234276 
 07/08  24:00:00,35.6375,10.625,4.375,0.0,44.0993025912349,21.8283764166604,0.0,34.9962199234276 
 07/09  01:00:00,34.375,11.,4.,0.0,44.0099351807167,21.6216034152855,0.0,35.1184987037578 
 07/09  02:00:00,33.125,11.625,4.625,0.0,43.9011309479348,21.4627770900425,0.0,35.1184987037578 
 07/09  03:00:00,33.1,17.,5.,0.0,43.7998276948124,21.9758503688134,0.0,35.1184987037578 
 07/09  04:00:00,32.4625,21.25,3.75,0.0,43.6816407708577,23.8142745735765,0.0,35.1184987037578 
 07/09  05:00:00,30.7125,18.875,4.25,0.0,43.5199658402276,24.7341966189424,0.0,35.1184987037578 
 07/09  06:00:00,29.9375,17.,5.,751960.465840846,43.2702325851694,24.4176120911809,0.0,35.1184987037578 
 07/09  07:00:00,31.8375,15.75,3.75,3316490.95128191,43.1148877886109,24.1689867778001,0.0,35.1184987037578 
 07/09  08:00:00,34.875,14.375,3.625,5609945.2330382,43.2028885636675,23.9924235896256,0.0,35.1184987037578 
 07/09  09:00:00,38.25,12.75,4.625,6218986.91946342,43.3182238098374,24.1906313652313,0.0,35.1184987037578 
 07/09  10:00:00,40.7875,10.75,5.625,6001307.12367729,43.433410156261,24.3542123029062,0.0,35.1184987037578 
 07/09  11:00:00,42.25,9.375,6.625,5356722.53259623,43.5426931676493,24.1683644256038,0.0,35.1184987037578 
 07/09  12:00:00,42.8875,8.375,6.375,4368111.83318764,43.6220116607263,23.8285575045993,0.0,35.1184987037578 
 07/09  13:00:00,44.0625,7.375,6.,4979695.13223334,43.7502544094344,23.2513270620846,0.0,35.1184987037578 
 07/09  14:00:00,45.1375,7.,6.,6002557.75580307,43.9398096731904,22.717394288865,0.0,35.1184987037578 
 07/09  15:00:00,45.275,6.375,5.375,6793697.33589788,44.142197839542,22.2666389653362,0.0,35.1184987037578 
 07/09  16:00:00,44.825,6.,5.,7286149.68288614,44.3612623551318,21.5702690239318,0.0,35.1184987037578 
 07/09  17:00:00,44.5375,6.625,3.75,7291611.55109029,44.5812027027779,21.0939212480793,0.0,35.1184987037578 
 07/09  18:00:00,43.875,7.,2.375,5722678.86470324,44.7261836015193,21.0495553681805,0.0,35.1184987037578 
 07/09  19:00:00,41.9375,11.375,0.75,3782173.37079463,44.8468791697381,21.4811178389296,0.0,35.1184987037578 
 07/09  20:00:00,39.25,13.375,1.875,0.0,44.7885912821163,22.950299286145,0.0,35.1184987037578 
 07/09  21:00:00,36.95,13.625,3.625,0.0,44.7425355447353,23.1971843728194,0.0,35.1184987037578 
 07/09  22:00:00,35.825,14.625,1.5,0.0,44.6692326391436,23.2119696059478,0.0,35.1184987037578 
 07/09  23:00:00,34.6,15.,1.25,0.0,44.5733130883746,23.2609004488946,0.0,35.1184987037578 
 07/09  24:00:00,33.75,16.25,0.75,0.0,44.4637546592632,23.2243819762906,0.0,35.1184987037578 
 07/10  01:00:00,33.975,15.75,3.125,0.0,44.366444452124,23.3724146590708,0.0,35.2189237469659 
 07/10  02:00:00,34.5125,16.25,4.375,0.0,44.2783715598821,23.4593134851358,0.0,35.2189237469659 
 07/10  03:00:00,32.95,20.125,4.,0.0,44.1476387068791,24.1835118790304,0.0,35.2189237469659 
 07/10  04:00:00,31.025,21.375,1.5,0.0,43.979307894382,24.8926924138136,0.0,35.2189237469659 
 07/10  05:00:00,29.5,20.375,1.25,0.0,43.7871090330441,24.8591114085357,0.0,35.2189237469659 
 07/10  06:00:00,28.65,22.5,0.75,588982.571277852,43.4980827210168,24.8872819657342,0.0,35.2189237469659 
 07/10  07:00:00,31.125,20.25,1.875,2688496.78696275,43.3199905825382,25.2808462826939,0.0,35.2189237469659 
 07/10  08:00:00,34.7625,15.5,3.625,4818540.1080553,43.3796011556877,25.0776826060099,0.0,35.2189237469659 
 07/10  09:00:00,38.1875,12.125,4.625,5393066.98251962,43.4671861552195,24.6740451704355,0.0,35.2189237469659 
 07/10  10:00:00,40.8125,9.125,5.625,5295472.652939,43.5618877503884,24.1044251778852,0.0,35.2189237469659 
 07/10  11:00:00,43.1,6.125,6.625,4711688.26858131,43.6704676180552,23.0281257957943,0.0,35.2189237469659 
 07/10  12:00:00,44.1875,4.375,7.625,3884887.95680902,43.764692896314,21.6633405375846,0.0,35.2189237469659 
 07/10  13:00:00,44.7375,4.625,7.375,4577006.62867031,43.8939141719162,20.6334782719952,0.0,35.2189237469659 
 07/10  14:00:00,45.3125,4.375,7.,5657398.74845297,44.0804435313866,20.1682402470539,0.0,35.2189237469659 
 07/10  15:00:00,45.3125,4.625,6.375,6225350.61952505,44.2778069356502,19.7289227141744,0.0,35.2189237469659 
 07/10  16:00:00,45.075,4.375,6.625,5391709.90664643,44.4501578098322,19.5415849591954,0.0,35.2189237469659 
 07/10  17:00:00,44.6875,4.,6.375,3182095.5085263,44.5337977078115,19.1670104847064,0.0,35.2189237469659 
 07/10  18:00:00,44.0625,4.625,5.375,2242205.5095533,44.5836600015449,18.9782830098466,0.0,35.2189237469659 
 07/10  19:00:00,42.675,5.625,4.375,1535771.74897135,44.6722984730053,19.0552346564249,0.0,35.2189237469659 
 07/10  20:00:00,40.25,7.875,4.,0.0,44.6800034215761,19.4769129661119,0.0,35.2189237469659 
 07/10  21:00:00,37.825,9.625,3.375,0.0,44.6726271909558,20.1142630555552,0.0,35.2189237469659 
 07/10  22:00:00,35.5625,13.75,2.375,0.0,44.6150501201102,20.864662417293,0.0,35.2189237469659 
 07/10  23:00:00,34.1375,15.375,0.75,0.0,44.5335096594073,21.9505720923827,0.0,35.2189237469659 
 07/10  24:00:00,33.4875,14.375,0.0,0.0,44.4395147126429,22.2785078597708,0.0,35.2189237469659 
 07/11  01:00:00,32.3,16.5,0.0,0.0,44.3153497285664,22.4305222054306,0.0,35.3172165665114 
 07/11  02:00:00,31.7625,15.5,0.0,0.0,44.1814475787935,22.6978527247593,0.0,35.3172165665114 
 07/11  03:00:00,30.9875,14.625,0.0,0.0,44.0281992671744,22.3995559370936,0.0,35.3172165665114 
 07/11  04:00:00,30.5,16.875,0.0,0.0,43.8640947501734,22.3977091556751,0.0,35.3172165665114 
 07/11  05:00:00,30.9375,16.75,0.0,0.0,43.7169337512476,22.8092916845812,0.0,35.3172165665114 
 07/11  06:00:00,30.95,14.125,1.875,300295.338813062,43.505075731159,22.9164175317295,0.0,35.3172165665114 
 07/11  07:00:00,32.675,11.75,3.625,1989938.78640587,43.2940252430373,22.6157331133426,0.0,35.3172165665114 
 07/11  08:00:00,35.675,9.75,5.25,4627149.14921778,43.3524499621564,22.0984095706235,0.0,35.3172165665114 
 07/11  09:00:00,38.8,7.75,6.,5915282.47646028,43.4677410379006,21.6691954323504,0.0,35.3172165665114 
 07/11  10:00:00,41.75,7.625,6.625,6237808.27038571,43.6175570604574,21.4516355350513,0.0,35.3172165665114 
 07/11  11:00:00,43.925,8.,7.,6074329.23667913,43.78863152176,21.8855486219712,0.0,35.3172165665114 
 07/11  12:00:00,45.1625,7.375,7.,5225400.13798657,43.9424102060585,22.2968290951954,0.0,35.3172165665114 
 07/11  13:00:00,45.9375,7.,7.,4955791.25206937,44.0969240370319,22.3148367856767,0.0,35.3172165665114 
 07/11  14:00:00,46.325,7.,5.75,5007640.89778312,44.2644814055322,22.2990270902708,0.0,35.3172165665114 
 07/11  15:00:00,46.525,7.,6.25,5155198.56027429,44.4440680854844,22.2398309102858,0.0,35.3172165665114 
 07/11  16:00:00,46.5375,7.,6.375,5364413.7540411,44.6376517309851,22.122910639739,0.0,35.3172165665114 
 07/11  17:00:00,46.75,6.375,6.625,4405085.44425015,44.8025692713836,21.8751336772756,0.0,35.3172165665114 
 07/11  18:00:00,46.025,6.625,6.375,3052340.46623239,44.9095588757461,21.530018535124,0.0,35.3172165665114 
 07/11  19:00:00,44.5625,7.625,5.375,3076395.56659315,45.0933028395839,21.3123249027042,0.0,35.3172165665114 
 07/11  20:00:00,43.,9.25,5.,0.0,45.1293117130729,21.5411827657786,0.0,35.3172165665114 
 07/11  21:00:00,41.15,10.625,5.,0.0,45.1700293132647,21.9405282065146,0.0,35.3172165665114 
 07/11  22:00:00,39.7125,12.25,5.,0.0,45.1757817640659,22.2917456541928,0.0,35.3172165665114 
 07/11  23:00:00,39.7375,13.,6.25,0.0,45.1876955373665,22.7565614205016,0.0,35.3172165665114 
 07/11  24:00:00,39.8125,13.,7.,0.0,45.1960891815269,23.1328645056937,0.0,35.3172165665114 
 07/12  01:00:00,39.0125,14.875,7.,0.0,45.1822531886005,23.5183687517844,0.0,35.4581704587388 
 07/12  02:00:00,37.9125,17.25,6.375,0.0,45.1480741854183,24.2805201917616,0.0,35.4581704587388 
 07/12  03:00:00,36.875,18.,6.,0.0,45.0959746795334,24.9073578229658,0.0,35.4581704587388 
 07/12  04:00:00,36.1875,18.,6.625,0.0,45.0331408319124,25.0780401169976,0.0,35.4581704587388 
 07/12  05:00:00,35.4375,18.625,6.375,0.0,44.9553664235013,25.1099185400846,0.0,35.4581704587388 
 07/12  06:00:00,35.6625,17.75,7.25,479177.486646795,44.8267521916656,25.199526084793,0.0,35.4581704587388 
 07/12  07:00:00,36.625,17.,9.25,2605161.92257769,44.7128932712434,25.2180892148084,0.0,35.4581704587388 
 07/12  08:00:00,37.875,15.75,9.375,5208286.57793224,44.7760706507585,25.1166808828524,0.0,35.4581704587388 
 07/12  09:00:00,39.5875,14.375,9.625,6020541.81818833,44.8769998464749,24.9016345234631,0.0,35.4581704587388 
 07/12  10:00:00,41.6125,14.,10.,5524200.99214859,44.9783911227084,24.9752315184395,0.0,35.4581704587388 
 07/12  11:00:00,42.9625,14.,10.,3841070.67023749,45.0237308685452,25.5171107444812,0.0,35.4581704587388 
 07/12  12:00:00,44.05,13.375,10.625,4685404.88010215,45.1320339347667,25.9153057710242,0.0,35.4581704587388 
 07/12  13:00:00,44.8125,13.,11.,5680978.64062955,45.2852566369276,26.0314679179622,0.0,35.4581704587388 
 07/12  14:00:00,45.5625,13.,10.375,7288577.77145628,45.5154687569695,26.0572193763218,0.0,35.4581704587388 
 07/12  15:00:00,45.7125,13.,10.,7709197.66649369,45.7436620339984,26.1124706343492,0.0,35.4581704587388 
 07/12  16:00:00,44.975,13.625,10.,7334314.3497459,45.9351227088396,26.0597359728391,0.0,35.4581704587388 
 07/12  17:00:00,44.475,13.375,10.,6590809.83486534,46.0840204117265,25.917729277509,0.0,35.4581704587388 
 07/12  18:00:00,43.525,11.75,10.,5632547.33820841,46.1764827622381,25.2386404352958,0.0,35.4581704587388 
 07/12  19:00:00,42.,12.875,9.375,5028767.7844385,46.3297657207095,24.0955002389384,0.0,35.4581704587388 
 07/12  20:00:00,41.15,12.125,8.375,0.0,46.2565896545642,23.7247804274521,0.0,35.4581704587388 
 07/12  21:00:00,40.375,11.625,8.,0.0,46.2349258088689,22.8436247199676,0.0,35.4581704587388 
 07/12  22:00:00,39.,12.625,7.375,0.0,46.1756930250925,22.4000612373465,0.0,35.4581704587388 
 07/12  23:00:00,37.7125,12.375,7.,0.0,46.0996510036345,22.0487698825159,0.0,35.4581704587388 
 07/12  24:00:00,35.55,13.875,5.75,0.0,45.9859232341178,21.6665843870981,0.0,35.4581704587388 
 07/13  01:00:00,33.,15.625,4.375,0.0,45.8259959766893,21.5826873893118,0.0,35.6242869990031 
 07/13  02:00:00,31.975,16.,4.,0.0,45.6612078404574,21.4258372877312,0.0,35.6242869990031 
 07/13  03:00:00,31.8375,14.125,4.625,0.0,45.4994278048314,21.1752061407077,0.0,35.6242869990031 
 07/13  04:00:00,31.3,13.625,5.,0.0,45.31754300377,20.7310946327017,0.0,35.6242869990031 
 07/13  05:00:00,30.375,15.875,4.375,0.0,45.1102658588965,20.7252978397283,0.0,35.6242869990031 
 07/13  06:00:00,29.9375,17.,3.375,348254.836153562,44.828521338697,21.2524004595807,0.0,35.6242869990031 
 07/13  07:00:00,31.4,15.125,4.875,1913596.89311448,44.5791059311661,21.6469102171181,0.0,35.6242869990031 
 07/13  08:00:00,34.05,12.75,6.,3997658.5712199,44.5395093505958,21.5861602076648,0.0,35.6242869990031 
 07/13  09:00:00,36.975,11.375,6.625,5443587.96337952,44.6085045283387,21.5068600868394,0.0,35.6242869990031 
 07/13  10:00:00,39.2875,7.25,7.,6533783.98529052,44.6997926142221,21.1946569983999,0.0,35.6242869990031 
 07/13  11:00:00,41.,5.,8.25,7441483.74316817,44.8755458513109,19.8587096555279,0.0,35.6242869990031 
 07/13  12:00:00,42.35,5.625,9.625,4590375.68495958,44.9126093549101,19.3039490201364,0.0,35.6242869990031 
 07/13  13:00:00,43.175,4.75,8.75,5061779.86005963,44.994630622275,19.1248700408208,0.0,35.6242869990031 
 07/13  14:00:00,43.9,4.,8.625,6281523.31637354,45.144671023593,18.5219523130124,0.0,35.6242869990031 
 07/13  15:00:00,44.075,4.625,9.,7014700.59728322,45.3086435893428,18.2146660963499,0.0,35.6242869990031 
 07/13  16:00:00,44.3125,5.,8.375,6888607.01693362,45.4819894034562,18.2489318496031,0.0,35.6242869990031 
 07/13  17:00:00,44.125,5.625,7.375,6014282.55829379,45.6209172782032,18.396731749091,0.0,35.6242869990031 
 07/13  18:00:00,43.5875,5.375,7.625,4775589.76228821,45.7034710278554,18.5732997915225,0.0,35.6242869990031 
 07/13  19:00:00,41.9,8.75,6.75,6310275.83754641,45.9180675484173,18.7041461254516,0.0,35.6242869990031 
 07/13  20:00:00,40.5,10.375,6.,0.0,45.8410976435738,19.9692991114213,0.0,35.6242869990031 
 07/13  21:00:00,38.7,10.625,5.375,0.0,45.802872833449,20.4316036927792,0.0,35.6242869990031 
 07/13  22:00:00,37.3,10.375,4.375,0.0,45.7300240304071,20.4833994572779,0.0,35.6242869990031 
 07/13  23:00:00,35.5,11.875,4.,0.0,45.628817147325,20.3892174319973,0.0,35.6242869990031 
 07/13  24:00:00,34.5375,12.375,4.625,0.0,45.517703659819,20.5023148535843,0.0,35.6242869990031 
 07/14  01:00:00,34.4375,11.375,5.625,0.0,45.4120158971187,20.3824716700387,0.0,35.6938940990363 
 07/14  02:00:00,33.775,11.625,6.,0.0,45.2872120593661,20.2193071152169,0.0,35.6938940990363 
 07/14  03:00:00,33.15,10.125,6.,0.0,45.1484586395256,20.0223652908739,0.0,35.6938940990363 
 07/14  04:00:00,32.5,9.625,6.,0.0,44.9989934931938,19.5321930299961,0.0,35.6938940990363 
 07/14  05:00:00,32.325,10.,5.375,0.0,44.8511855674781,19.3472932302302,0.0,35.6938940990363 
 07/14  06:00:00,31.8375,10.,5.,122803.200143379,44.6446597725323,19.4134710819709,0.0,35.6938940990363 
 07/14  07:00:00,32.5625,8.125,6.25,1162202.06981022,44.4022685715803,19.4171493241637,0.0,35.6938940990363 
 07/14  08:00:00,34.575,5.75,6.375,3511171.5341553,44.3367422078046,18.8859690988894,0.0,35.6938940990363 
 07/14  09:00:00,37.7125,5.,6.625,5157456.83454062,44.416898947914,18.2990673441535,0.0,35.6938940990363 
 07/14  10:00:00,40.6,5.,7.,5813944.02374669,44.5294822011392,18.2145389741738,0.0,35.6938940990363 
 07/14  11:00:00,42.125,6.875,7.,5465985.88300557,44.6394663928746,18.6845575697213,0.0,35.6938940990363 
 07/14  12:00:00,43.0625,9.875,7.625,4520897.92446218,44.7217613388864,20.1560975670499,0.0,35.6938940990363 
 07/14  13:00:00,44.0875,10.375,7.375,5048591.74119296,44.8449383414318,21.851995865078,0.0,35.6938940990363 
 07/14  14:00:00,44.8125,10.625,6.375,5963305.74380312,45.0165117612573,22.8170106831215,0.0,35.6938940990363 
 07/14  15:00:00,45.125,10.375,6.,6504137.1109777,45.1985369454325,23.4700284707623,0.0,35.6938940990363 
 07/14  16:00:00,45.3875,10.625,7.25,6117828.2271197,45.3766806117003,23.6607708476635,0.0,35.6938940990363 
 07/14  17:00:00,45.1875,11.,8.,4892338.05274741,45.503511829119,23.9988622608407,0.0,35.6938940990363 
 07/14  18:00:00,44.1875,12.25,8.,3724896.28548614,45.5712246199078,24.2957552892591,0.0,35.6938940990363 
 07/14  19:00:00,42.8875,13.,7.375,3459856.80980605,45.7178426322814,24.4621012948427,0.0,35.6938940990363 
 07/14  20:00:00,41.5875,13.625,7.,0.0,45.7078034366456,24.4964726954939,0.0,35.6938940990363 
 07/14  21:00:00,40.4125,14.625,7.,0.0,45.7193509046262,24.4587648105188,0.0,35.6938940990363 
 07/14  22:00:00,39.5,15.625,6.375,0.0,45.7036698822651,24.5294000738747,0.0,35.6938940990363 
 07/14  23:00:00,37.8875,16.625,4.75,0.0,45.6571088987083,24.6138584140402,0.0,35.6938940990363 
 07/14  24:00:00,36.35,17.,4.625,0.0,45.5850250525382,24.4425315136415,0.0,35.6938940990363 
 07/15  01:00:00,35.775,17.,5.,0.0,45.5094931015362,24.1261063763868,0.0,35.8034726290685 
 07/15  02:00:00,34.6375,15.75,4.375,0.0,45.4076694546612,23.727850259621,0.0,35.8034726290685 
 07/15  03:00:00,33.375,15.,4.625,0.0,45.2800152298085,22.9358660073096,0.0,35.8034726290685 
 07/15  04:00:00,32.25,16.25,4.375,0.0,45.131692384645,22.4374822313063,0.0,35.8034726290685 
 07/15  05:00:00,31.6125,16.375,3.375,0.0,44.9717379318284,22.2910344612147,0.0,35.8034726290685 
 07/15  06:00:00,30.875,18.5,3.,168612.364698267,44.7387968374239,22.4379557251664,0.0,35.8034726290685 
 07/15  07:00:00,32.375,16.25,3.625,1457302.94347123,44.503880986625,22.9038501869076,0.0,35.8034726290685 
 07/15  08:00:00,35.125,13.375,4.625,3791203.20126952,44.4840506163236,22.6260942512723,0.0,35.8034726290685 
 07/15  09:00:00,37.2875,12.375,5.,5402619.90121965,44.5460034723937,22.5286209942075,0.0,35.8034726290685 
 07/15  10:00:00,39.5625,11.375,5.,6132540.78272025,44.6462813005523,22.5644952359981,0.0,35.8034726290685 
 07/15  11:00:00,41.375,11.,3.75,5771669.69646363,44.7529741093188,22.7586331413777,0.0,35.8034726290685 
 07/15  12:00:00,42.3375,10.375,4.25,4772146.35612699,44.8268019665451,23.0134648725156,0.0,35.8034726290685 
 07/15  13:00:00,42.975,10.,4.375,5057580.55699546,44.9224327815248,23.0002296999344,0.0,35.8034726290685 
 07/15  14:00:00,44.075,8.75,4.,5780701.68844355,45.0683981838562,22.8038823342866,0.0,35.8034726290685 
 07/15  15:00:00,44.6625,7.375,3.375,6134159.80618089,45.224904206266,22.1693303368485,0.0,35.8034726290685 
 07/15  16:00:00,44.5125,7.625,3.,5131213.58437975,45.3431347108152,21.5774016351181,0.0,35.8034726290685 
 07/15  17:00:00,44.65,6.75,3.625,4986056.56919484,45.4677805692842,21.190654788123,0.0,35.8034726290685 
 07/15  18:00:00,44.2375,7.25,4.,4388229.36746951,45.5626769172626,20.6787576164827,0.0,35.8034726290685 
 07/15  19:00:00,42.7125,8.,4.,4475907.24430371,45.7473908052949,20.5008106460343,0.0,35.8034726290685 
 07/15  20:00:00,39.75,9.25,3.375,0.0,45.6777968983356,20.4850568155133,0.0,35.8034726290685 
 07/15  21:00:00,37.4,9.375,3.,0.0,45.6282595906345,20.3043895166471,0.0,35.8034726290685 
 07/15  22:00:00,37.925,12.125,3.625,0.0,45.5916910149504,20.3088415422191,0.0,35.8034726290685 
 07/15  23:00:00,38.1,17.75,4.625,0.0,45.5530357945008,21.9200018553152,0.0,35.8034726290685 
 07/15  24:00:00,37.3,21.25,5.,0.0,45.491513441679,24.1453166562054,0.0,35.8034726290685 
 07/16  01:00:00,36.375,23.25,4.375,0.0,45.4159596478927,25.7977186636982,0.0,35.8940165969884 
 07/16  02:00:00,35.0625,26.5,3.375,0.0,45.3166755137072,27.0630975655448,0.0,35.8940165969884 
 07/16  03:00:00,33.5625,28.,3.,0.0,45.1907191898051,28.0235281051195,0.0,35.8940165969884 
 07/16  04:00:00,32.375,29.25,1.125,0.0,45.0437242882752,28.3342785657013,0.0,35.8940165969884 
 07/16  05:00:00,33.125,22.5,3.75,0.0,44.9240735092993,27.9415340252294,0.0,35.8940165969884 
 07/16  06:00:00,32.6125,20.5,4.125,226604.760408111,44.7308651766696,26.6260721706543,0.0,35.8940165969884 
 07/16  07:00:00,33.8375,17.,4.25,1833209.19425733,44.5165519078935,25.8764070917496,0.0,35.8940165969884 
 07/16  08:00:00,36.75,10.875,5.625,4469016.38980714,44.5591667232633,24.1869613782356,0.0,35.8940165969884 
 07/16  09:00:00,39.1125,9.625,6.,5911026.54277839,44.6582143199087,22.6742954374406,0.0,35.8940165969884 
 07/16  10:00:00,40.5875,9.375,6.,6109075.95693135,44.7611603042849,22.1708814344634,0.0,35.8940165969884 
 07/16  11:00:00,41.75,9.625,6.,5554265.67105516,44.8634442722401,21.9849802212959,0.0,35.8940165969884 
 07/16  12:00:00,42.7,9.375,5.375,4382333.52818186,44.9327669232851,22.1961125448733,0.0,35.8940165969884 
 07/16  13:00:00,43.5,9.,3.75,4221323.67904748,45.009706728812,22.2242159633244,0.0,35.8940165969884 
